Session,CCS,Arrival,Departure,Stay (min),Energy (Wh),Pmax (W),Preq_max (W),"Controlled session (0=False, 1=True)",TotalCapacity,BulkCapacity,SOC arrival,SOC departure,Energy capacity (Wh)
991,CCS1,5/29/2023 18:38,5/29/2023 19:20,43,26523.0,77994,229743,1,10000,8000,52,99,53610
1037,CCS1,6/16/2023 20:25,6/16/2023 21:07,43,53057.0,96732,353265,1,10000,8000,5,79,68114
1043,CCS1,6/18/2023 14:13,6/18/2023 14:55,43,43195.0,150657,225444,1,10000,8000,50,95,91189
1109,CCS1,6/30/2023 6:49,6/30/2023 7:31,43,56669.0,137934,250149,1,10000,8000,44,94,107693
1148,CCS2,4/18/2022 14:48,4/18/2022 15:30,43,18986.0,54660,57333,1,10000,8000,40,98,31098
1237,CCS2,6/6/2022 21:46,6/6/2022 22:28,43,20719.0,44106,178383,1,10000,8000,64,100,54675
1269,CCS2,6/16/2022 11:06,6/16/2022 11:48,43,12240.0,32241,43689,0,10000,8000,56,100,26427
1286,CCS2,6/19/2022 18:19,6/19/2022 19:01,43,50860.0,141981,159210,1,10000,8000,18,80,77918
1305,CCS2,7/16/2022 22:06,7/16/2022 22:48,43,53479.0,162858,352230,1,10000,8000,22,98,66849
1307,CCS2,7/17/2022 11:11,7/17/2022 11:53,43,43756.0,130170,366837,1,10000,8000,48,96,86600
1339,CCS2,10/13/2022 20:19,10/13/2022 21:01,43,43187.0,92913,223872,1,10000,8000,34,88,75977
1340,CCS2,10/13/2022 22:18,10/13/2022 23:00,43,45752.0,106455,120222,0,10000,8000,26,80,80490
1398,CCS2,10/26/2022 20:04,10/26/2022 20:46,43,24470.0,78774,122046,0,42000,33600,29,92,36899
1463,CCS2,11/11/2022 14:58,11/11/2022 15:40,43,32073.0,65586,146253,1,10000,8000,48,80,95217
1668,CCS2,4/4/2023 19:16,4/4/2023 19:58,43,23525.0,55110,122046,0,42000,33600,29,92,35474
1767,CCS2,5/20/2023 21:22,5/20/2023 22:04,43,22998.0,45729,352230,1,10000,8000,73,98,87392
1793,CCS2,6/8/2023 21:27,6/8/2023 22:09,43,49045.0,163644,198846,1,10000,8000,5,54,95087
183,CCS1,6/13/2022 19:20,6/13/2022 20:03,44,50172.0,156915,353265,1,10000,8000,29,93,74474
544,CCS1,11/17/2022 19:34,11/17/2022 20:17,44,57452.0,157572,353265,1,10000,8000,15,92,70882
596,CCS1,12/6/2022 9:19,12/6/2022 10:02,44,31585.0,91689,252297,1,10000,8000,21,81,50010
641,CCS1,2/26/2023 15:26,2/26/2023 16:09,44,51274.0,140580,353265,1,10000,8000,25,92,72702
650,CCS1,2/28/2023 11:39,2/28/2023 12:22,44,33715.0,85608,225444,1,10000,8000,44,80,88970
671,CCS1,3/4/2023 10:38,3/4/2023 11:21,44,44303.0,83751,353265,1,10000,8000,33,86,79411
832,CCS1,4/6/2023 15:46,4/6/2023 16:29,44,59640.0,156498,353265,1,10000,8000,7,84,73582
857,CCS1,4/14/2023 12:28,4/14/2023 13:11,44,23704.0,54780,57480,1,10000,8000,20,98,28870
915,CCS1,5/2/2023 21:21,5/2/2023 22:04,44,23780.0,49512,121257,1,10000,8000,68,95,83670
940,CCS1,5/14/2023 9:34,5/14/2023 10:17,44,42618.0,81921,160245,0,10000,8000,31,90,68622
1084,CCS1,6/26/2023 18:36,6/26/2023 19:19,44,49189.0,157833,353265,1,10000,8000,31,94,74186
1208,CCS2,5/22/2022 18:28,5/22/2022 19:11,44,58409.0,140733,159210,0,10000,8000,14,90,73011
1209,CCS2,5/22/2022 21:09,5/22/2022 21:52,44,54818.0,159558,191382,1,80640,64512,15,77,83997
1254,CCS2,6/10/2022 21:59,6/10/2022 22:42,44,51114.0,113781,120222,0,10000,8000,26,86,80931
1330,CCS2,8/12/2022 12:06,8/12/2022 12:49,44,23709.0,54939,122046,1,42000,33600,29,94,34652
1358,CCS2,10/17/2022 17:02,10/17/2022 17:45,44,29304.0,56163,58200,1,10000,8000,27,97,39770
1387,CCS2,10/23/2022 16:29,10/23/2022 17:12,44,47767.0,141849,352230,1,10000,8000,17,83,68766
1470,CCS2,11/12/2022 15:14,11/12/2022 15:57,44,55794.0,122325,137406,0,10000,8000,16,100,63100
1511,CCS2,11/21/2022 18:37,11/21/2022 19:20,44,43502.0,115935,352230,1,10000,8000,18,71,77961
1562,CCS2,3/1/2023 13:14,3/1/2023 13:57,44,46496.0,112212,140628,0,10000,8000,52,100,92023
1586,CCS2,3/7/2023 16:10,3/7/2023 16:53,44,39048.0,62439,223872,1,10000,8000,8,59,72751
1637,CCS2,3/27/2023 18:11,3/27/2023 18:54,44,31003.0,56199,57801,1,10000,8000,14,92,37760
1768,CCS2,5/21/2023 15:32,5/21/2023 16:15,44,19466.0,54171,57333,1,10000,8000,39,99,30821
1780,CCS2,5/29/2023 12:20,5/29/2023 13:03,44,55238.0,123387,137406,0,10000,8000,19,100,64785
1787,CCS2,6/7/2023 0:22,6/7/2023 1:05,44,24668.0,44892,51612,0,10000,8000,17,98,28932
1860,CCS2,6/28/2023 21:53,6/28/2023 22:36,44,43514.0,120003,352230,1,10000,8000,27,89,66675
37,CCS1,4/22/2022 11:39,4/22/2022 12:23,45,52643.0,139095,225444,1,10000,8000,33,90,87738
165,CCS1,6/9/2022 5:57,6/9/2022 6:41,45,60837.0,148962,225444,1,10000,8000,23,90,86261
200,CCS1,6/16/2022 21:08,6/16/2022 21:52,45,36937.0,101319,275928,1,10000,8000,37,83,76300
410,CCS1,10/31/2022 17:50,10/31/2022 18:34,45,42663.0,96483,252297,1,10000,8000,7,91,48250
652,CCS1,2/28/2023 13:53,2/28/2023 14:37,45,43597.0,92817,353265,1,10000,8000,40,90,82834
841,CCS1,4/8/2023 10:45,4/8/2023 11:29,45,55530.0,95694,353265,1,10000,8000,17,86,76454
1092,CCS1,6/27/2023 21:13,6/27/2023 21:57,45,56820.0,151875,224907,1,10000,8000,10,84,72945
1411,CCS2,10/29/2022 12:42,10/29/2022 13:26,45,54094.0,157479,352230,1,10000,8000,20,94,69454
1431,CCS2,11/2/2022 9:14,11/2/2022 9:58,45,36766.0,70122,191382,1,79900,63920,48,90,83161
1566,CCS2,3/2/2023 13:16,3/2/2023 14:00,45,24272.0,50646,140628,0,10000,8000,66,100,67819
1633,CCS2,3/26/2023 12:48,3/26/2023 13:32,45,55457.0,160917,352230,1,10000,8000,5,74,76354
1708,CCS2,4/20/2023 0:20,4/20/2023 1:04,45,24175.0,47460,120222,0,10000,8000,56,85,79194
1862,CCS2,6/30/2023 13:05,6/30/2023 13:49,45,37668.0,65037,92595,1,10000,8000,28,80,68817
1876,CCS2,7/4/2023 12:25,7/4/2023 13:09,45,59256.0,122832,137406,0,10000,8000,10,97,64705
13,CCS1,4/15/2022 21:27,4/15/2022 22:12,46,28892.0,98481,229743,1,10000,8000,49,100,53818
21,CCS1,4/17/2022 13:22,4/17/2022 14:07,46,73519.0,159987,175659,1,10000,8000,5,92,80279
106,CCS1,5/23/2022 11:30,5/23/2022 12:15,46,19697.0,88533,110514,0,50000,40000,74,100,71970
116,CCS1,5/25/2022 5:43,5/25/2022 6:28,46,23184.0,75375,110514,0,50000,40000,47,96,44949
202,CCS1,6/17/2022 15:41,6/17/2022 16:26,46,14089.0,33927,44724,0,10000,8000,49,100,26244
263,CCS1,7/20/2022 13:03,7/20/2022 13:48,46,18919.0,90819,110514,0,50000,40000,75,100,71892
359,CCS1,10/24/2022 10:14,10/24/2022 10:59,46,45986.0,110268,160245,0,10000,8000,27,90,69344
498,CCS1,11/11/2022 15:27,11/11/2022 16:12,46,57999.0,146451,367872,1,10000,8000,30,96,83483
625,CCS1,2/20/2023 18:34,2/20/2023 19:19,46,48594.0,118932,353265,1,10000,8000,35,94,78258
649,CCS1,2/28/2023 9:02,2/28/2023 9:47,46,21602.0,38970,252297,1,10000,8000,44,83,52634
775,CCS1,3/28/2023 16:51,3/28/2023 17:36,46,20107.0,55146,58368,0,10000,8000,35,98,30320
784,CCS1,3/30/2023 10:48,3/30/2023 11:33,46,21486.0,45456,275928,1,10000,8000,63,90,75599
871,CCS1,4/17/2023 9:17,4/17/2023 10:02,46,44958.0,91758,192417,1,77400,61920,29,83,79093
1610,CCS2,3/17/2023 16:42,3/17/2023 17:27,46,32543.0,55746,57801,0,10000,8000,10,92,37702
1619,CCS2,3/21/2023 16:58,3/21/2023 17:43,46,73441.0,168423,176505,1,10000,8000,17,100,84059
1720,CCS2,4/23/2023 19:41,4/23/2023 20:26,46,33211.0,68118,223872,1,10000,8000,25,89,49298
1761,CCS2,5/18/2023 11:14,5/18/2023 11:59,46,25392.0,48285,251262,1,10000,8000,53,95,57434
1786,CCS2,6/6/2023 21:34,6/6/2023 22:19,46,33758.0,85842,92595,0,10000,8000,40,86,69718
1833,CCS2,6/21/2023 17:46,6/21/2023 18:31,46,40881.0,109803,221187,1,10000,8000,52,100,80910
1878,CCS2,7/4/2023 23:03,7/4/2023 23:48,46,48286.0,85254,92595,0,10000,8000,8,81,62838
11,CCS1,4/15/2022 11:44,4/15/2022 12:30,47,59033.0,157290,275928,1,10000,8000,18,81,89004
48,CCS1,4/24/2022 11:29,4/24/2022 12:15,47,60349.0,156432,353265,1,10000,8000,14,92,73502
102,CCS1,5/22/2022 14:59,5/22/2022 15:45,47,17197.0,56991,59100,1,10000,8000,48,99,32034
150,CCS1,6/7/2022 6:11,6/7/2022 6:57,47,62089.0,149889,367872,1,10000,8000,34,99,90745
190,CCS1,6/15/2022 14:56,6/15/2022 15:42,47,29947.0,78813,275928,1,10000,8000,57,90,86185
462,CCS1,11/6/2022 18:03,11/6/2022 18:49,47,76813.0,149883,367872,1,10000,8000,7,93,84852
486,CCS1,11/10/2022 10:52,11/10/2022 11:38,47,48425.0,91932,224907,1,10000,8000,25,90,70775
506,CCS1,11/12/2022 17:17,11/12/2022 18:03,47,55726.0,141069,353265,1,10000,8000,20,90,75628
698,CCS1,3/10/2023 13:04,3/10/2023 13:50,47,31618.0,66126,110514,0,50000,40000,23,94,42306
717,CCS1,3/16/2023 9:02,3/16/2023 9:48,47,40061.0,66843,160245,1,10000,8000,31,88,66768
733,CCS1,3/18/2023 13:45,3/18/2023 14:31,47,38162.0,81924,232965,1,10000,8000,41,99,62507
769,CCS1,3/27/2023 18:02,3/27/2023 18:48,47,40881.0,78444,121257,1,10000,8000,35,83,80927
836,CCS1,4/7/2023 9:04,4/7/2023 9:50,47,13140.0,36978,110514,0,50000,40000,69,96,46233
840,CCS1,4/7/2023 20:46,4/7/2023 21:32,47,28428.0,53289,160245,0,10000,8000,65,100,77162
1087,CCS1,6/27/2023 9:05,6/27/2023 9:51,47,24776.0,61032,117363,0,10000,8000,56,95,60352
1168,CCS2,4/23/2022 15:19,4/23/2022 16:05,47,50246.0,137052,352230,1,10000,8000,24,90,72324
1354,CCS2,10/16/2022 16:02,10/16/2022 16:48,47,73019.0,162735,174624,1,10000,8000,12,100,78827
1361,CCS2,10/17/2022 20:42,10/17/2022 21:28,47,29779.0,65907,92595,0,10000,8000,47,86,72520
1404,CCS2,10/28/2022 13:46,10/28/2022 14:32,47,43473.0,80529,159210,0,10000,8000,33,92,69999
1423,CCS2,10/31/2022 16:11,10/31/2022 16:57,47,49754.0,150231,352230,1,10000,8000,34,95,77486
1490,CCS2,11/17/2022 8:45,11/17/2022 9:31,47,70109.0,162456,270597,1,10000,8000,23,86,105720
1506,CCS2,11/20/2022 18:23,11/20/2022 19:09,47,24139.0,60273,122046,0,42000,33600,30,95,35280
1550,CCS2,2/26/2023 18:07,2/26/2023 18:53,47,32146.0,56121,58500,0,10000,8000,21,98,39661
1579,CCS2,3/5/2023 11:49,3/5/2023 12:35,47,61785.0,132180,176505,1,10000,8000,29,98,85066
1595,CCS2,3/10/2023 13:48,3/10/2023 14:34,47,33865.0,60450,251262,1,10000,8000,32,90,55469
1660,CCS2,4/1/2023 15:20,4/1/2023 16:06,47,57954.0,112791,223872,1,10000,8000,11,84,75420
1665,CCS2,4/3/2023 12:14,4/3/2023 13:00,47,58170.0,153090,352230,1,10000,8000,17,86,80089
1831,CCS2,6/21/2023 11:02,6/21/2023 11:48,47,58334.0,124704,137406,1,10000,8000,15,100,65197
181,CCS1,6/11/2022 15:20,6/11/2022 16:07,48,80207.0,165120,177540,1,10000,8000,13,100,87582
219,CCS1,6/19/2022 21:51,6/19/2022 22:38,48,57585.0,107787,177540,1,10000,8000,36,99,86821
408,CCS1,10/31/2022 16:40,10/31/2022 17:27,48,50207.0,94521,353265,1,10000,8000,28,94,72279
420,CCS1,11/2/2022 18:12,11/2/2022 18:59,48,54975.0,99606,353265,1,10000,8000,23,90,77950
543,CCS1,11/17/2022 17:31,11/17/2022 18:18,48,38850.0,78567,232965,1,10000,8000,33,94,60514
553,CCS1,11/19/2022 12:17,11/19/2022 13:04,48,36259.0,114489,229743,1,10000,8000,28,99,48516
651,CCS1,2/28/2023 13:05,2/28/2023 13:52,48,28297.0,59649,121257,1,10000,8000,50,79,92697
708,CCS1,3/15/2023 9:03,3/15/2023 9:50,48,27461.0,53157,141663,0,10000,8000,61,99,68652
816,CCS1,4/4/2023 18:17,4/4/2023 19:04,48,32639.0,89634,141663,0,10000,8000,53,100,65972
923,CCS1,5/8/2023 19:52,5/8/2023 20:39,48,40297.0,106935,353265,1,10000,8000,44,100,68361
949,CCS1,5/17/2023 6:01,5/17/2023 6:48,48,56066.0,131676,225444,1,10000,8000,20,85,81943
1065,CCS1,6/23/2023 9:09,6/23/2023 9:56,48,41192.0,99780,353265,1,10000,8000,47,100,73821
1312,CCS2,7/19/2022 7:08,7/19/2022 7:55,48,32655.0,110046,270597,1,10000,8000,63,100,83844
1384,CCS2,10/23/2022 8:57,10/23/2022 9:44,48,31737.0,64716,159210,0,10000,8000,26,99,41302
1434,CCS2,11/2/2022 18:04,11/2/2022 18:51,48,26803.0,72372,122046,0,42000,33600,20,93,34881
1512,CCS2,11/22/2022 8:20,11/22/2022 9:07,48,61897.0,124317,137406,0,10000,8000,10,100,65336
60,CCS1,4/28/2022 5:53,4/28/2022 6:41,49,63561.0,148092,225444,1,10000,8000,23,91,88798
110,CCS1,5/23/2022 18:53,5/23/2022 19:41,49,48845.0,162441,192417,1,80440,64352,32,90,80003
112,CCS1,5/24/2022 17:30,5/24/2022 18:18,49,16693.0,54579,57480,0,10000,8000,51,100,32364
255,CCS1,7/18/2022 8:52,7/18/2022 9:40,49,54842.0,162069,353265,1,10000,8000,22,95,71370
439,CCS1,11/5/2022 9:52,11/5/2022 10:40,49,38297.0,61989,121257,0,10000,8000,20,66,79092
672,CCS1,3/4/2023 12:18,3/4/2023 13:06,49,23324.0,54510,58368,1,10000,8000,26,99,30353
782,CCS1,3/29/2023 18:17,3/29/2023 19:05,49,41704.0,98352,252297,1,10000,8000,13,95,48316
1167,CCS2,4/23/2022 11:58,4/23/2022 12:46,49,43587.0,129846,191382,1,80440,64352,40,90,82815
1262,CCS2,6/14/2022 14:52,6/14/2022 15:40,49,13877.0,48345,92595,1,10000,8000,81,100,69385
1327,CCS2,8/11/2022 20:05,8/11/2022 20:53,49,50989.0,83976,92595,1,10000,8000,4,75,68225
1493,CCS2,11/17/2022 20:34,11/17/2022 21:22,49,47418.0,86487,92595,1,10000,8000,9,78,65276
1606,CCS2,3/16/2023 14:48,3/16/2023 15:36,49,59396.0,164886,270597,1,10000,8000,19,90,79474
1652,CCS2,3/29/2023 21:58,3/29/2023 22:46,49,51394.0,94605,137406,1,10000,8000,16,89,66883
1779,CCS2,5/24/2023 11:42,5/24/2023 12:30,49,29608.0,76161,140628,1,10000,8000,57,99,66955
1798,CCS2,6/10/2023 14:14,6/10/2023 15:02,49,35066.0,63033,159210,1,10000,8000,51,100,67985
1836,CCS2,6/21/2023 22:00,6/21/2023 22:48,49,49937.0,106917,159210,1,10000,8000,10,78,69765
152,CCS1,6/7/2022 14:30,6/7/2022 15:19,50,61193.0,160365,353265,1,10000,8000,16,97,71770
229,CCS1,7/13/2022 19:38,7/13/2022 20:27,50,23642.0,51813,56808,0,10000,8000,51,98,47787
321,CCS1,10/17/2022 21:21,10/17/2022 22:10,50,42484.0,87591,121257,1,10000,8000,39,89,80720
326,CCS1,10/18/2022 18:28,10/18/2022 19:17,50,49004.0,87321,93630,1,10000,8000,8,80,64658
674,CCS1,3/4/2023 19:06,3/4/2023 19:55,50,61096.0,156609,353265,1,10000,8000,17,94,75388
811,CCS1,4/4/2023 6:18,4/4/2023 7:07,50,26902.0,72852,123081,0,42000,33600,26,97,35996
829,CCS1,4/6/2023 7:38,4/6/2023 8:27,50,41412.0,147843,313479,1,10000,8000,50,100,78683
861,CCS1,4/14/2023 19:37,4/14/2023 20:26,50,19520.0,43524,91824,0,35500,28400,36,98,29910
873,CCS1,4/17/2023 16:14,4/17/2023 17:03,50,32121.2,87027,88800,0,10000,8000,61,99,80303
966,CCS1,5/20/2023 21:12,5/20/2023 22:01,50,36423.0,97122,353265,1,10000,8000,56,100,78641
1018,CCS1,6/12/2023 19:09,6/12/2023 19:58,50,58691.0,156255,224907,1,10000,8000,16,91,74342
1126,CCS1,7/3/2023 18:36,7/3/2023 19:25,50,32601.0,73767,121257,1,10000,8000,57,95,81481
1201,CCS2,5/20/2022 18:17,5/20/2022 19:06,50,52358.0,143595,352230,1,10000,8000,18,90,69074
1221,CCS2,5/26/2022 13:36,5/26/2022 14:25,50,17645.0,47523,92595,0,10000,8000,71,95,69845
1235,CCS2,6/6/2022 15:44,6/6/2022 16:33,50,56174.0,145209,259791,1,10000,8000,27,99,74118
1272,CCS2,6/16/2022 17:28,6/16/2022 18:17,50,33441.0,68397,178383,1,10000,8000,25,83,54783
1317,CCS2,8/3/2022 14:30,8/3/2022 15:19,50,35544.0,78003,178383,1,10000,8000,41,100,57232
1429,CCS2,11/1/2022 21:22,11/1/2022 22:11,50,35189.0,62730,223872,1,10000,8000,59,100,81516
1465,CCS2,11/11/2022 18:24,11/11/2022 19:13,50,36936.0,68136,178383,1,10000,8000,22,90,51602
1513,CCS2,11/22/2022 9:28,11/22/2022 10:17,50,33175.0,60960,92595,0,10000,8000,23,67,71628
1565,CCS2,3/1/2023 17:35,3/1/2023 18:24,50,10313.0,23835,228708,1,10000,8000,86,99,75364
1578,CCS2,3/4/2023 19:34,3/4/2023 20:23,50,50593.0,123975,352230,1,10000,8000,22,89,71736
1584,CCS2,3/7/2023 13:30,3/7/2023 14:19,50,75312.0,169086,176505,1,10000,8000,15,100,84172
1643,CCS2,3/28/2023 13:20,3/28/2023 14:09,50,50280.0,104163,221187,1,10000,8000,24,90,72373
1692,CCS2,4/9/2023 15:41,4/9/2023 16:30,50,23492.0,53625,57333,1,10000,8000,25,99,30159
1699,CCS2,4/15/2023 21:26,4/15/2023 22:15,50,48673.0,118743,191382,1,80300,64239,33,89,82570
141,CCS1,6/5/2022 18:45,6/5/2022 19:35,51,50850.0,155847,232965,1,10000,8000,18,100,58904
243,CCS1,7/16/2022 17:47,7/16/2022 18:37,51,25252.0,56730,58500,1,10000,8000,21,99,30756
247,CCS1,7/17/2022 7:51,7/17/2022 8:41,51,17227.0,54813,58368,1,10000,8000,50,100,32731
361,CCS1,10/24/2022 12:00,10/24/2022 12:50,51,52543.0,99258,353265,1,10000,8000,32,95,79232
432,CCS1,11/4/2022 12:21,11/4/2022 13:11,51,21969.0,38733,179418,1,10000,8000,47,88,50891
564,CCS1,11/20/2022 19:59,11/20/2022 20:49,51,59186.0,99423,353265,1,10000,8000,18,89,79181
597,CCS1,12/6/2022 11:24,12/6/2022 12:14,51,20483.0,54387,57480,0,10000,8000,35,99,30404
612,CCS1,2/17/2023 18:19,2/17/2023 19:09,51,84276.0,150042,367872,1,10000,8000,0,93,86088
675,CCS1,3/4/2023 20:56,3/4/2023 21:46,51,35354.0,56835,59100,0,10000,8000,7,93,39054
680,CCS1,3/7/2023 9:20,3/7/2023 10:10,51,32230.0,59631,142737,1,10000,8000,25,81,54676
1008,CCS1,6/9/2023 14:22,6/9/2023 15:12,51,63272.0,167454,192417,1,77240,61792,12,90,77062
1076,CCS1,6/25/2023 11:19,6/25/2023 12:09,51,34641.0,67407,117363,0,10000,8000,33,87,60942
1104,CCS1,6/29/2023 10:00,6/29/2023 10:50,51,41751.0,138960,353265,1,10000,8000,44,99,72115
1344,CCS2,10/14/2022 17:21,10/14/2022 18:11,51,52336.0,142776,259791,1,10000,8000,27,94,74219
1406,CCS2,10/28/2022 16:26,10/28/2022 17:16,51,46394.0,76149,120222,1,10000,8000,25,82,77323
1485,CCS2,11/15/2022 22:37,11/15/2022 23:27,51,42135.0,69375,120222,1,10000,8000,39,88,81690
1517,CCS2,11/23/2022 15:51,11/23/2022 16:41,51,53347.0,104235,120222,1,10000,8000,10,75,77969
1600,CCS2,3/14/2023 18:23,3/14/2023 19:13,51,44959.0,135522,224409,1,10000,8000,39,88,87165
1645,CCS2,3/28/2023 18:06,3/28/2023 18:56,51,31522.0,51171,55773,0,10000,8000,7,73,45373
1677,CCS2,4/6/2023 15:14,4/6/2023 16:04,51,37508.4,71004,228708,1,10000,8000,34,83,72735
1715,CCS2,4/21/2023 22:17,4/21/2023 23:07,51,16576.0,44421,55773,0,10000,8000,59,92,47704
1763,CCS2,5/18/2023 15:13,5/18/2023 16:03,51,12999.0,29148,48084,0,10000,8000,50,89,31664
1865,CCS2,7/1/2023 10:48,7/1/2023 11:38,51,22386.0,54864,57333,0,10000,8000,29,99,30381
90,CCS1,5/20/2022 23:27,5/21/2022 0:18,52,67562.0,162051,353265,1,10000,8000,11,94,77339
154,CCS1,6/7/2022 17:44,6/7/2022 18:35,52,58573.0,98310,353265,1,10000,8000,8,86,71339
228,CCS1,7/13/2022 16:31,7/13/2022 17:22,52,76632.0,150756,367872,1,10000,8000,2,87,85648
333,CCS1,10/20/2022 11:45,10/20/2022 12:36,52,13077.0,63891,123081,0,42000,33600,74,100,47781
460,CCS1,11/6/2022 15:54,11/6/2022 16:45,52,40680.0,103380,252297,1,10000,8000,16,94,49553
611,CCS1,2/17/2023 17:23,2/17/2023 18:14,52,55797.0,159693,353265,1,10000,8000,23,94,74668
669,CCS1,3/3/2023 19:06,3/3/2023 19:57,52,27664.0,46881,179418,1,10000,8000,52,100,54752
715,CCS1,3/16/2023 6:03,3/16/2023 6:54,52,56457.0,98604,225444,1,10000,8000,22,85,85134
956,CCS1,5/17/2023 18:16,5/17/2023 19:07,52,15734.0,51372,229743,1,10000,8000,76,99,64988
972,CCS1,5/22/2023 12:25,5/22/2023 13:16,52,54848.0,96669,160245,1,10000,8000,23,96,71378
1242,CCS2,6/7/2022 18:34,6/7/2022 19:25,52,41013.0,144165,191382,1,78900,63120,43,92,79515
1264,CCS2,6/14/2022 19:16,6/14/2022 20:07,52,47127.0,96282,146253,1,10000,8000,37,87,89541
1279,CCS2,6/18/2022 18:58,6/18/2022 19:49,52,51373.0,115383,223872,1,10000,8000,38,100,78717
1413,CCS2,10/29/2022 17:07,10/29/2022 17:58,52,43016.0,82386,159210,0,10000,8000,43,100,71693
1417,CCS2,10/30/2022 11:23,10/30/2022 12:14,52,43623.0,86640,120222,0,10000,8000,38,94,74017
1501,CCS2,11/19/2022 15:13,11/19/2022 16:04,52,16735.0,54588,122046,1,42000,33600,58,100,37853
1527,CCS2,2/15/2023 10:29,2/15/2023 11:20,52,24205.0,53703,57333,1,10000,8000,23,99,30256
1631,CCS2,3/26/2023 0:09,3/26/2023 1:00,52,37426.0,63444,120222,1,10000,8000,48,92,80806
1758,CCS2,5/17/2023 16:08,5/17/2023 16:59,52,38892.0,64167,159210,1,10000,8000,48,100,71053
1781,CCS2,5/29/2023 15:01,5/29/2023 15:52,52,56018.0,115068,223872,1,10000,8000,12,86,71915
1788,CCS2,6/7/2023 11:53,6/7/2023 12:44,52,36855.0,104556,109479,0,50000,40000,22,99,45470
1797,CCS2,6/9/2023 16:45,6/9/2023 17:36,52,59696.0,163698,249114,1,10000,8000,46,98,109060
1802,CCS2,6/12/2023 22:25,6/12/2023 23:16,52,56958.0,170520,249114,1,10000,8000,49,100,106098
47,CCS1,4/24/2022 3:38,4/24/2022 4:30,53,48336.0,129348,192417,1,79940,63952,34,91,80560
109,CCS1,5/23/2022 17:14,5/23/2022 18:06,53,63284.0,135225,275928,1,10000,8000,16,83,89744
389,CCS1,10/28/2022 18:02,10/28/2022 18:54,53,47848.0,89787,160245,1,10000,8000,34,98,71024
538,CCS1,11/16/2022 16:08,11/16/2022 17:00,53,27739.0,78252,123081,0,42000,33600,21,98,34223
621,CCS1,2/19/2023 20:30,2/19/2023 21:22,53,60732.0,99984,353265,1,10000,8000,16,94,73978
812,CCS1,4/4/2023 9:12,4/4/2023 10:04,53,41455.0,77046,353265,1,10000,8000,32,82,78765
828,CCS1,4/6/2023 6:01,4/6/2023 6:53,53,58551.0,101478,225444,1,10000,8000,19,85,84278
1058,CCS1,6/21/2023 15:27,6/21/2023 16:19,53,40885.0,103995,252297,1,10000,8000,30,100,55487
1123,CCS1,7/3/2023 10:58,7/3/2023 11:50,53,51007.0,102267,224907,1,10000,8000,34,100,73419
1157,CCS2,4/20/2022 17:27,4/20/2022 18:19,53,42838.0,86901,92595,0,10000,8000,24,83,68988
1214,CCS2,5/25/2022 6:02,5/25/2022 6:54,53,42213.0,74568,191382,1,80440,64352,40,90,80205
1238,CCS2,6/7/2022 8:26,6/7/2022 9:18,53,28917.0,51237,178383,1,10000,8000,49,100,53865
1371,CCS2,10/19/2022 13:04,10/19/2022 13:56,53,32754.0,65583,92595,0,10000,8000,48,93,69147
1408,CCS2,10/28/2022 23:07,10/28/2022 23:59,53,37464.0,64575,223872,1,10000,8000,53,100,75725
1491,CCS2,11/17/2022 17:36,11/17/2022 18:28,53,29033.0,54765,122046,1,42000,33600,16,94,35361
1603,CCS2,3/15/2023 16:26,3/15/2023 17:18,53,83004.0,169587,176505,1,10000,8000,8,100,85711
1646,CCS2,3/29/2023 9:25,3/29/2023 10:17,53,86148.0,153537,222261,1,10000,8000,30,53,355829
1666,CCS2,4/4/2023 11:27,4/4/2023 12:19,53,28548.0,112191,366837,1,10000,8000,25,54,93519
1686,CCS2,4/8/2023 11:17,4/8/2023 12:09,53,42371.0,82569,270597,1,10000,8000,39,95,71879
1785,CCS2,5/30/2023 9:43,5/30/2023 10:35,53,50762.0,109524,221187,1,10000,8000,37,100,76546
40,CCS1,4/22/2022 16:02,4/22/2022 16:55,54,33187.0,66060,179418,1,10000,8000,43,100,55312
198,CCS1,6/16/2022 17:22,6/16/2022 18:15,54,39789.0,109590,112500,1,50000,40000,15,100,44470
317,CCS1,10/17/2022 10:58,10/17/2022 11:51,54,16589.0,55533,58368,1,10000,8000,50,100,31519
405,CCS1,10/31/2022 10:17,10/31/2022 11:10,54,12698.0,56661,123081,0,42000,33600,75,100,48252
421,CCS1,11/2/2022 19:23,11/2/2022 20:16,54,51360.0,110166,232965,1,10000,8000,18,99,60230
444,CCS1,11/5/2022 15:22,11/5/2022 16:15,54,44309.0,108150,271632,1,10000,8000,44,99,76534
535,CCS1,11/16/2022 11:38,11/16/2022 12:31,54,45124.0,119646,229743,1,10000,8000,10,99,48166
887,CCS1,4/20/2023 16:57,4/20/2023 17:50,54,39337.0,75471,353265,1,10000,8000,55,100,83045
1012,CCS1,6/9/2023 23:11,6/10/2023 0:04,54,64542.0,161751,353265,1,10000,8000,16,97,75697
1054,CCS1,6/20/2023 12:08,6/20/2023 13:01,54,33236.0,52086,56808,0,10000,8000,19,87,46433
1282,CCS2,6/19/2022 9:56,6/19/2022 10:49,54,19230.0,53541,57333,1,10000,8000,42,100,31497
1331,CCS2,8/12/2022 12:54,8/12/2022 13:47,54,61408.0,158265,274893,1,10000,8000,21,86,89750
